2009,Ghana,Western (Ghana),Enoquine,Pass,Screening,N/A,No
2009,Ghana,Ashanti,P-Alaxin,Pass,Compendial,N/A,No
2009,Ghana,Western (Ghana),Palidar,Pass,Screening,N/A,No
2009,Ghana,Northern,Palidar,Pass,Screening,N/A,No
2009,Ghana,Central,Trafan,Fail,Compendial,Failed dissolution time for both APIs at S2,No
2010,Ghana,Upper East,Antimal Quinine Syrup,Pass,Compendial,N/A,No
2010,Ghana,Greater Accra,Larimal,Pass,Screening,N/A,No
2010,Ghana,Ashanti,Artesunate/Amodiaquine,Pass,Screening,N/A,No
2010,Ghana,Northern,Artesunate/Amodiaquine,Pass,Compendial,N/A,No
2010,Ghana,Northern,Quinine-B,Pass,Compendial,N/A,No
2010,Ghana,Western (Ghana),Quinine Syrup,Pass,Compendial,N/A,No
2010,Ghana,Ashanti,Co-Artesun,Pass,Screening,N/A,No
2010,Ghana,Upper East,Co-Artesun,Pass,Screening,N/A,No
2010,Ghana,Ashanti,Co-Artesun,Pass,Screening,N/A,No
2010,Ghana,Upper East,Letaquine,Pass,Screening,N/A,No
2010,Ghana,Greater Accra,Arsuamoon,Pass,Screening,N/A,No
2010,Ghana,Western (Ghana),Co-Artesun,Pass,Screening,N/A,No
2010,Ghana,Western (Ghana),Co-Artesun,Fail,Compendial,Failed assay for amodiaquine and related subs. For artesunate,No
2010,Ghana,Western (Ghana),Artesunate,Fail,Compendial,Failed dissolution assay. Very high value may be due to degridation of Artesunate.,No
2010,Ghana,Ashanti,Quinine Hydrochloride,Pass,Compendial,N/A,No
2010,Ghana,Volta,Co-Artesun,Pass,Screening,N/A,No
2010,Ghana,Ashanti,Quinine 2HCL,Pass,Compendial,N/A,No
2010,Ghana,Northern,Quinine,Pass,Compendial,N/A,No
2010,Ghana,Northern,Artesunate/Amodiaquine,Pass,Screening,N/A,No
2010,Ghana,Ashanti,Artesunate/Amodiaquine,Pass,Screening,N/A,No
2010,Ghana,Ashanti,Artesunate/Amodiaquine,Pass,Screening,N/A,No
2010,Ghana,Ashanti,Artesunate/Amodiaquine,Pass,Screening,N/A,No
2010,Ghana,Ashanti,Artesunate/Amodiaquine,Pass,Screening,N/A,No
2010,Ghana,Ashanti,Artesunate/Amodiaquine,Pass,Screening,N/A,No
2010,Ghana,Western (Ghana),Artesunate/Amodiaquine,Fail,Compendial,Failed dissolution for Amodiaquine at S2,No
2010,Ghana,Central,Artesunate/Amodiaquine,Pass,Compendial,N/A,No
2010,Ghana,Western (Ghana),Artesunate/Amodiaquine,Pass,Compendial,N/A,No
2010,Ghana,Central,Artesunate/Amodiaquine,Pass,Compendial,N/A,No
2010,Ghana,Western (Ghana),Artesunate/Amodiaquine,Pass,Screening,N/A,No
2010,Ghana,Western (Ghana),Lumerax,Pass,Screening,N/A,No
2010,Ghana,Greater Accra,Larimal FD,Pass,Screening,N/A,No
2010,Ghana,Greater Accra,Lumerax,Pass,Screening,N/A,No
2010,Ghana,Upper East,Artesunate/Amodiaquine,Pass,Compendial,N/A,No
2010,Ghana,Greater Accra,Artesunate/Amodiaquine,Pass,Screening,N/A,No
